series_id,date,fcst,value,model,dataset
A3349849A,2017-07-01,39.77035140991211,42.5,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-08-01,41.00294876098633,43.0,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-09-01,41.43287658691406,44.3,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-10-01,41.35239028930664,41.7,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-11-01,42.26522445678711,40.9,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-12-01,43.5639762878418,39.6,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-01-01,38.996971130371094,33.8,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-02-01,40.43503189086914,37.2,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-03-01,41.04294204711914,44.3,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-04-01,40.09709167480469,40.6,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-05-01,40.16180419921875,40.9,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-06-01,39.90193557739258,40.7,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-07-01,40.87456130981445,43.8,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-08-01,42.025272369384766,41.7,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-09-01,42.049720764160156,41.4,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-10-01,41.50165557861328,41.7,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-11-01,41.5351448059082,44.0,AutoARIMA-X,Australia Retail Sales
A3349849A,2018-12-01,41.715641021728516,40.9,AutoARIMA-X,Australia Retail Sales
A3349849A,2017-01-01,40.37466049194336,35.1,AR(12),Australia Retail Sales
A3349849A,2017-02-01,42.28525924682617,39.8,AR(12),Australia Retail Sales
A3349849A,2017-03-01,43.209632873535156,44.6,AR(12),Australia Retail Sales
A3349849A,2017-04-01,42.951107025146484,41.0,AR(12),Australia Retail Sales
A3349849A,2017-05-01,42.790775299072266,41.0,AR(12),Australia Retail Sales
A3349849A,2017-06-01,40.94765853881836,39.4,AR(12),Australia Retail Sales
A3349849A,2017-07-01,41.3408317565918,42.5,AR(12),Australia Retail Sales
A3349849A,2017-08-01,42.07759094238281,43.0,AR(12),Australia Retail Sales
A3349849A,2017-09-01,42.5142822265625,44.3,AR(12),Australia Retail Sales
A3349849A,2017-10-01,42.124839782714844,41.7,AR(12),Australia Retail Sales
A3349849A,2017-11-01,42.19304656982422,40.9,AR(12),Australia Retail Sales
A3349849A,2017-12-01,42.375492095947266,39.6,AR(12),Australia Retail Sales
A3349849A,2018-01-01,41.442161560058594,33.8,AR(12),Australia Retail Sales
A3349849A,2018-02-01,41.81361770629883,37.2,AR(12),Australia Retail Sales
A3349849A,2018-03-01,42.0133171081543,44.3,AR(12),Australia Retail Sales
A3349849A,2018-04-01,42.24277877807617,40.6,AR(12),Australia Retail Sales
A3349849A,2018-05-01,42.49464416503906,40.9,AR(12),Australia Retail Sales
A3349849A,2018-06-01,42.00900650024414,40.7,AR(12),Australia Retail Sales
A3349849A,2018-07-01,41.89356231689453,43.8,AR(12),Australia Retail Sales
A3349849A,2018-08-01,41.94353103637695,41.7,AR(12),Australia Retail Sales
A3349849A,2018-09-01,42.11564254760742,41.4,AR(12),Australia Retail Sales
A3349849A,2018-10-01,42.018367767333984,41.7,AR(12),Australia Retail Sales
A3349849A,2018-11-01,42.15684509277344,44.0,AR(12),Australia Retail Sales
A3349849A,2018-12-01,42.28227996826172,40.9,AR(12),Australia Retail Sales
A3349849A,2017-01-01,37.8513298034668,35.1,AR(12)-X,Australia Retail Sales
A3349849A,2017-02-01,39.39211654663086,39.8,AR(12)-X,Australia Retail Sales
A3349849A,2017-03-01,40.22036361694336,44.6,AR(12)-X,Australia Retail Sales
A3349849A,2017-04-01,40.26038360595703,41.0,AR(12)-X,Australia Retail Sales
A3349849A,2017-05-01,41.0225715637207,41.0,AR(12)-X,Australia Retail Sales
A3349849A,2017-06-01,40.36800003051758,39.4,AR(12)-X,Australia Retail Sales
A3349849A,2017-07-01,40.31056213378906,42.5,AR(12)-X,Australia Retail Sales
A3349849A,2017-08-01,40.9764289855957,43.0,AR(12)-X,Australia Retail Sales
A3349849A,2017-09-01,41.706417083740234,44.3,AR(12)-X,Australia Retail Sales
A3349849A,2017-10-01,41.337615966796875,41.7,AR(12)-X,Australia Retail Sales
A3349849A,2017-11-01,41.93521499633789,40.9,AR(12)-X,Australia Retail Sales
A3349849A,2017-12-01,42.62100601196289,39.6,AR(12)-X,Australia Retail Sales
A3349849A,2018-01-01,39.10872268676758,33.8,AR(12)-X,Australia Retail Sales
A3349849A,2018-02-01,39.73096466064453,37.2,AR(12)-X,Australia Retail Sales
A3349849A,2018-03-01,40.097755432128906,44.3,AR(12)-X,Australia Retail Sales
A3349849A,2018-04-01,39.89879608154297,40.6,AR(12)-X,Australia Retail Sales
A3349849A,2018-05-01,40.550045013427734,40.9,AR(12)-X,Australia Retail Sales
A3349849A,2018-06-01,40.926475524902344,40.7,AR(12)-X,Australia Retail Sales
A3349849A,2018-07-01,40.66686248779297,43.8,AR(12)-X,Australia Retail Sales
A3349849A,2018-08-01,41.128116607666016,41.7,AR(12)-X,Australia Retail Sales
A3349849A,2018-09-01,41.66923522949219,41.4,AR(12)-X,Australia Retail Sales
A3349849A,2018-10-01,41.32129669189453,41.7,AR(12)-X,Australia Retail Sales
A3349849A,2018-11-01,41.84953689575195,44.0,AR(12)-X,Australia Retail Sales
A3349849A,2018-12-01,42.3985710144043,40.9,AR(12)-X,Australia Retail Sales
A3349849A,2017-01-01,37.63172912597656,35.1,AutoETS,Australia Retail Sales
A3349849A,2017-02-01,40.51926803588867,39.8,AutoETS,Australia Retail Sales
A3349849A,2017-03-01,43.565948486328125,44.6,AutoETS,Australia Retail Sales
A3349849A,2017-04-01,40.53504943847656,41.0,AutoETS,Australia Retail Sales
A3349849A,2017-05-01,41.747859954833984,41.0,AutoETS,Australia Retail Sales
A3349849A,2017-06-01,40.80997085571289,39.4,AutoETS,Australia Retail Sales
A3349849A,2017-07-01,41.261287689208984,42.5,AutoETS,Australia Retail Sales
A3349849A,2017-08-01,41.563968658447266,43.0,AutoETS,Australia Retail Sales
A3349849A,2017-09-01,41.65620803833008,44.3,AutoETS,Australia Retail Sales
A3349849A,2017-10-01,41.766536712646484,41.7,AutoETS,Australia Retail Sales
A3349849A,2017-11-01,41.571529388427734,40.9,AutoETS,Australia Retail Sales
A3349849A,2017-12-01,43.160369873046875,39.6,AutoETS,Australia Retail Sales
A3349849A,2018-01-01,37.64247512817383,33.8,AutoETS,Australia Retail Sales
A3349849A,2018-02-01,40.529380798339844,37.2,AutoETS,Australia Retail Sales
A3349849A,2018-03-01,43.57546615600586,44.3,AutoETS,Australia Retail Sales
A3349849A,2018-04-01,40.54400634765625,40.6,AutoETS,Australia Retail Sales
A3349849A,2018-05-01,41.75628662109375,40.9,AutoETS,Australia Retail Sales
A3349849A,2018-06-01,40.817901611328125,40.7,AutoETS,Australia Retail Sales
A3349849A,2018-07-01,41.26875305175781,43.8,AutoETS,Australia Retail Sales
A3349849A,2018-08-01,41.57099533081055,41.7,AutoETS,Australia Retail Sales
A3349849A,2018-09-01,41.66281509399414,41.4,AutoETS,Australia Retail Sales
A3349849A,2018-10-01,41.77275848388672,41.7,AutoETS,Australia Retail Sales
A3349849A,2018-11-01,41.5773811340332,44.0,AutoETS,Australia Retail Sales
A3349849A,2018-12-01,43.16587829589844,40.9,AutoETS,Australia Retail Sales
A3349849A,2017-01-01,36.261891658384044,35.1,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-02-01,39.41610038406276,39.8,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-03-01,44.33465226786227,44.6,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-04-01,41.16542083286692,41.0,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-05-01,42.93627954631468,41.0,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-06-01,41.62585973159694,39.4,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-07-01,41.78656714169155,42.5,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-08-01,41.61354829253721,43.0,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-09-01,42.525127764356455,44.3,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-10-01,43.59049559585695,41.7,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-11-01,43.1406617650626,40.9,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-12-01,45.35901080456438,39.6,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-01-01,37.279439441988266,33.8,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-02-01,40.54651107689043,37.2,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-03-01,45.54171976658118,44.3,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-04-01,42.39637032464786,40.6,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-05-01,44.04120569394186,40.9,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-06-01,42.53856909029665,40.7,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-07-01,43.1874526726238,43.8,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-08-01,43.6903084445482,41.7,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-09-01,44.16799495140318,41.4,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-10-01,45.16962876090466,41.7,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-11-01,44.75929461613092,44.0,HyperTree-AR(12),Australia Retail Sales
A3349849A,2018-12-01,47.19986731751206,40.9,HyperTree-AR(12),Australia Retail Sales
A3349849A,2017-01-01,42.41053490963081,35.1,LightGBM,Australia Retail Sales
A3349849A,2017-02-01,45.23636690532801,39.8,LightGBM,Australia Retail Sales
A3349849A,2017-03-01,48.39192029741912,44.6,LightGBM,Australia Retail Sales
A3349849A,2017-04-01,42.31744137437491,41.0,LightGBM,Australia Retail Sales
A3349849A,2017-05-01,42.56318229629125,41.0,LightGBM,Australia Retail Sales
A3349849A,2017-06-01,40.91294923146418,39.4,LightGBM,Australia Retail Sales
A3349849A,2017-07-01,42.7797822384115,42.5,LightGBM,Australia Retail Sales
A3349849A,2017-08-01,45.055376794881305,43.0,LightGBM,Australia Retail Sales
A3349849A,2017-09-01,45.17216264391713,44.3,LightGBM,Australia Retail Sales
A3349849A,2017-10-01,45.57129035614803,41.7,LightGBM,Australia Retail Sales
A3349849A,2017-11-01,44.46318838668752,40.9,LightGBM,Australia Retail Sales
A3349849A,2017-12-01,43.184286408560524,39.6,LightGBM,Australia Retail Sales
A3349849A,2018-01-01,45.47193205495817,33.8,LightGBM,Australia Retail Sales
A3349849A,2018-02-01,47.589236630781556,37.2,LightGBM,Australia Retail Sales
A3349849A,2018-03-01,51.003231034497084,44.3,LightGBM,Australia Retail Sales
A3349849A,2018-04-01,44.759815042214335,40.6,LightGBM,Australia Retail Sales
A3349849A,2018-05-01,44.956033809187545,40.9,LightGBM,Australia Retail Sales
A3349849A,2018-06-01,42.91810589387202,40.7,LightGBM,Australia Retail Sales
A3349849A,2018-07-01,44.936515407541,43.8,LightGBM,Australia Retail Sales
A3349849A,2018-08-01,47.83065673286869,41.7,LightGBM,Australia Retail Sales
A3349849A,2018-09-01,47.60314904588523,41.4,LightGBM,Australia Retail Sales
A3349849A,2018-10-01,47.875485936922416,41.7,LightGBM,Australia Retail Sales
A3349849A,2018-11-01,45.566981739032606,44.0,LightGBM,Australia Retail Sales
A3349849A,2018-12-01,41.913448492246715,40.9,LightGBM,Australia Retail Sales
A3349849A,2017-01-01,33.739935504257005,35.1,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-02-01,37.601399650837486,39.8,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-03-01,43.28451087096016,44.6,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-04-01,41.96971949319344,41.0,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-05-01,43.75603644316911,41.0,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-06-01,43.37982767475361,39.4,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-07-01,44.42513188485759,42.5,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-08-01,45.303823317809375,43.0,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-09-01,45.7132340859148,44.3,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-10-01,49.882097314610824,41.7,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-11-01,49.42520646558767,40.9,LightGBM-sktime,Australia Retail Sales
A3349849A,2017-12-01,53.88183409551996,39.6,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-01-01,42.85150552484501,33.8,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-02-01,44.265766337227646,37.2,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-03-01,48.97979276062316,44.3,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-04-01,47.520404874601006,40.6,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-05-01,49.91104338551888,40.9,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-06-01,48.83774122615231,40.7,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-07-01,50.65897868423702,43.8,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-08-01,50.59897052481781,41.7,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-09-01,51.158968120308586,41.4,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-10-01,54.12750509386274,41.7,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-11-01,53.651130906267355,44.0,LightGBM-sktime,Australia Retail Sales
A3349849A,2018-12-01,58.08432925325645,40.9,LightGBM-sktime,Australia Retail Sales
A3349606J,2017-01-01,61.171226501464844,57.3,AutoARIMA,Australia Retail Sales
A3349606J,2017-02-01,63.175506591796875,61.6,AutoARIMA,Australia Retail Sales
A3349606J,2017-03-01,67.37261962890625,68.9,AutoARIMA,Australia Retail Sales
A3349606J,2017-04-01,64.07830810546875,63.6,AutoARIMA,Australia Retail Sales
A3349606J,2017-05-01,65.22605895996094,65.6,AutoARIMA,Australia Retail Sales
A3349606J,2017-06-01,64.76693725585938,63.4,AutoARIMA,Australia Retail Sales
A3349606J,2017-07-01,65.80886840820312,69.0,AutoARIMA,Australia Retail Sales
A3349606J,2017-08-01,66.59071350097656,70.4,AutoARIMA,Australia Retail Sales
A3349606J,2017-09-01,66.80582427978516,71.2,AutoARIMA,Australia Retail Sales
A3349606J,2017-10-01,66.94410705566406,66.6,AutoARIMA,Australia Retail Sales
A3349606J,2017-11-01,67.86675262451172,66.0,AutoARIMA,Australia Retail Sales
A3349606J,2017-12-01,70.49264526367188,63.6,AutoARIMA,Australia Retail Sales
A3349606J,2018-01-01,64.57727813720703,54.9,AutoARIMA,Australia Retail Sales
A3349606J,2018-02-01,66.73966217041016,59.8,AutoARIMA,Australia Retail Sales
A3349606J,2018-03-01,69.50260162353516,71.0,AutoARIMA,Australia Retail Sales
A3349606J,2018-04-01,67.4197006225586,67.3,AutoARIMA,Australia Retail Sales
A3349606J,2018-05-01,67.348876953125,67.6,AutoARIMA,Australia Retail Sales
A3349606J,2018-06-01,66.64525604248047,67.2,AutoARIMA,Australia Retail Sales
A3349606J,2018-07-01,68.64968872070312,70.4,AutoARIMA,Australia Retail Sales
A3349606J,2018-08-01,70.21981811523438,69.2,AutoARIMA,Australia Retail Sales
A3349606J,2018-09-01,69.72998809814453,68.6,AutoARIMA,Australia Retail Sales
A3349606J,2018-10-01,68.80509948730469,70.2,AutoARIMA,Australia Retail Sales
A3349606J,2018-11-01,68.72651672363281,71.6,AutoARIMA,Australia Retail Sales
A3349606J,2018-12-01,70.1773452758789,70.1,AutoARIMA,Australia Retail Sales
A3349606J,2017-01-01,59.86618423461914,57.3,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-02-01,61.863182067871094,61.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-03-01,65.71951293945312,68.9,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-04-01,62.839752197265625,63.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-05-01,64.1396713256836,65.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-06-01,64.14581298828125,63.4,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-07-01,64.8582992553711,69.0,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-08-01,65.9166030883789,70.4,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-09-01,66.46431732177734,71.2,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-10-01,66.37260437011719,66.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-11-01,67.49832153320312,66.0,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-12-01,70.03230285644531,63.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-01-01,62.37654113769531,54.9,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-02-01,64.53070068359375,59.8,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-03-01,67.13450622558594,71.0,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-04-01,65.31402587890625,67.3,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-05-01,65.68350219726562,67.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-06-01,65.57979583740234,67.2,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-07-01,66.97566986083984,70.4,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-08-01,68.68826293945312,69.2,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-09-01,68.74109649658203,68.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-10-01,67.77915954589844,70.2,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-11-01,68.14888763427734,71.6,AutoARIMA-X,Australia Retail Sales
A3349606J,2018-12-01,69.72005462646484,70.1,AutoARIMA-X,Australia Retail Sales
A3349606J,2017-01-01,64.93145751953125,57.3,AR(12),Australia Retail Sales
A3349606J,2017-02-01,65.68869018554688,61.6,AR(12),Australia Retail Sales
A3349606J,2017-03-01,67.72135162353516,68.9,AR(12),Australia Retail Sales
A3349606J,2017-04-01,66.63798522949219,63.6,AR(12),Australia Retail Sales
A3349606J,2017-05-01,65.93524932861328,65.6,AR(12),Australia Retail Sales
A3349606J,2017-06-01,63.90949249267578,63.4,AR(12),Australia Retail Sales
A3349606J,2017-07-01,64.7780990600586,69.0,AR(12),Australia Retail Sales
A3349606J,2017-08-01,65.77577209472656,70.4,AR(12),Australia Retail Sales
A3349606J,2017-09-01,66.11792755126953,71.2,AR(12),Australia Retail Sales
A3349606J,2017-10-01,65.46601104736328,66.6,AR(12),Australia Retail Sales
A3349606J,2017-11-01,65.3325424194336,66.0,AR(12),Australia Retail Sales
A3349606J,2017-12-01,66.39995574951172,63.6,AR(12),Australia Retail Sales
A3349606J,2018-01-01,64.99807739257812,54.9,AR(12),Australia Retail Sales
A3349606J,2018-02-01,65.20845794677734,59.8,AR(12),Australia Retail Sales
A3349606J,2018-03-01,66.00910949707031,71.0,AR(12),Australia Retail Sales
A3349606J,2018-04-01,66.17749786376953,67.3,AR(12),Australia Retail Sales
A3349606J,2018-05-01,66.22004699707031,67.6,AR(12),Australia Retail Sales
A3349606J,2018-06-01,65.41972351074219,67.2,AR(12),Australia Retail Sales
A3349606J,2018-07-01,65.49504089355469,70.4,AR(12),Australia Retail Sales
A3349606J,2018-08-01,65.5671615600586,69.2,AR(12),Australia Retail Sales
A3349606J,2018-09-01,65.79073333740234,68.6,AR(12),Australia Retail Sales
A3349606J,2018-10-01,65.50914764404297,70.2,AR(12),Australia Retail Sales
A3349606J,2018-11-01,65.4740219116211,71.6,AR(12),Australia Retail Sales
A3349606J,2018-12-01,65.91161346435547,70.1,AR(12),Australia Retail Sales
A3349606J,2017-01-01,62.12049865722656,57.3,AR(12)-X,Australia Retail Sales
A3349606J,2017-02-01,63.1256103515625,61.6,AR(12)-X,Australia Retail Sales
A3349606J,2017-03-01,65.35743713378906,68.9,AR(12)-X,Australia Retail Sales
A3349606J,2017-04-01,64.57184600830078,63.6,AR(12)-X,Australia Retail Sales
A3349606J,2017-05-01,64.95638275146484,65.6,AR(12)-X,Australia Retail Sales
A3349606J,2017-06-01,63.92023849487305,63.4,AR(12)-X,Australia Retail Sales
A3349606J,2017-07-01,64.16471099853516,69.0,AR(12)-X,Australia Retail Sales
A3349606J,2017-08-01,65.37967681884766,70.4,AR(12)-X,Australia Retail Sales
A3349606J,2017-09-01,66.20997619628906,71.2,AR(12)-X,Australia Retail Sales
A3349606J,2017-10-01,65.70299530029297,66.6,AR(12)-X,Australia Retail Sales
A3349606J,2017-11-01,66.16720581054688,66.0,AR(12)-X,Australia Retail Sales
A3349606J,2017-12-01,67.54004669189453,63.6,AR(12)-X,Australia Retail Sales
A3349606J,2018-01-01,62.90999221801758,54.9,AR(12)-X,Australia Retail Sales
A3349606J,2018-02-01,63.51625442504883,59.8,AR(12)-X,Australia Retail Sales
A3349606J,2018-03-01,64.49291229248047,71.0,AR(12)-X,Australia Retail Sales
A3349606J,2018-04-01,64.15743255615234,67.3,AR(12)-X,Australia Retail Sales
A3349606J,2018-05-01,65.02442932128906,67.6,AR(12)-X,Australia Retail Sales
A3349606J,2018-06-01,65.24275970458984,67.2,AR(12)-X,Australia Retail Sales
A3349606J,2018-07-01,64.88485717773438,70.4,AR(12)-X,Australia Retail Sales
A3349606J,2018-08-01,65.4986801147461,69.2,AR(12)-X,Australia Retail Sales
A3349606J,2018-09-01,66.19257354736328,68.6,AR(12)-X,Australia Retail Sales
A3349606J,2018-10-01,65.67166137695312,70.2,AR(12)-X,Australia Retail Sales
A3349606J,2018-11-01,66.2693099975586,71.6,AR(12)-X,Australia Retail Sales
A3349606J,2018-12-01,67.21199798583984,70.1,AR(12)-X,Australia Retail Sales
A3349606J,2017-01-01,60.42281723022461,57.3,AutoETS,Australia Retail Sales
A3349606J,2017-02-01,63.57392120361328,61.6,AutoETS,Australia Retail Sales
A3349606J,2017-03-01,69.30667114257812,68.9,AutoETS,Australia Retail Sales
A3349606J,2017-04-01,65.09136199951172,63.6,AutoETS,Australia Retail Sales
A3349606J,2017-05-01,66.91584777832031,65.6,AutoETS,Australia Retail Sales
A3349606J,2017-06-01,65.89252471923828,63.4,AutoETS,Australia Retail Sales
A3349606J,2017-07-01,66.87510681152344,69.0,AutoETS,Australia Retail Sales
A3349606J,2017-08-01,67.39947509765625,70.4,AutoETS,Australia Retail Sales
A3349606J,2017-09-01,66.58309936523438,71.2,AutoETS,Australia Retail Sales
A3349606J,2017-10-01,66.5025634765625,66.6,AutoETS,Australia Retail Sales
A3349606J,2017-11-01,66.43525695800781,66.0,AutoETS,Australia Retail Sales
A3349606J,2017-12-01,68.49210357666016,63.6,AutoETS,Australia Retail Sales
A3349606J,2018-01-01,60.432533264160156,54.9,AutoETS,Australia Retail Sales
A3349606J,2018-02-01,63.58199691772461,59.8,AutoETS,Australia Retail Sales
A3349606J,2018-03-01,69.31338500976562,71.0,AutoETS,Australia Retail Sales
A3349606J,2018-04-01,65.0969467163086,67.3,AutoETS,Australia Retail Sales
A3349606J,2018-05-01,66.92048645019531,67.6,AutoETS,Australia Retail Sales
A3349606J,2018-06-01,65.8963851928711,67.2,AutoETS,Australia Retail Sales
A3349606J,2018-07-01,66.87831115722656,70.4,AutoETS,Australia Retail Sales
A3349606J,2018-08-01,67.40214538574219,69.2,AutoETS,Australia Retail Sales
A3349606J,2018-09-01,66.58531188964844,68.6,AutoETS,Australia Retail Sales
A3349606J,2018-10-01,66.50440216064453,70.2,AutoETS,Australia Retail Sales
A3349606J,2018-11-01,66.43678283691406,71.6,AutoETS,Australia Retail Sales
A3349606J,2018-12-01,68.49337768554688,70.1,AutoETS,Australia Retail Sales
A3349606J,2017-01-01,59.472854176963125,57.3,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-02-01,62.16718739792874,61.6,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-03-01,70.00947294356985,68.9,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-04-01,65.85568279241977,63.6,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-05-01,68.42632454939408,65.6,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-06-01,66.63658856234599,63.4,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-07-01,68.09306365887082,69.0,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-08-01,68.78016729489468,70.4,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-09-01,68.72182092097032,71.2,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-10-01,70.21549046392725,66.6,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-11-01,69.7912839128288,66.0,HyperTree-AR(12),Australia Retail Sales
A3349606J,2017-12-01,72.98135337451708,63.6,HyperTree-AR(12),Australia Retail Sales
A3349606J,2018-01-01,61.99740105891127,54.9,HyperTree-AR(12),Australia Retail Sales
